movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
JFK,20-Dec-91,"Biography,Drama,History,Mystery,Thriller,Crime",5,2,22,72,5,2,72,8.4
Man on the Moon,22-Dec-99,"Biography,Drama,Comedy",17,1,16,58,11,10,56,7
Transamerica,2-Dec-05,"Adventure,Drama,Comedy",10,0,27,66,9,4,59,7.8
Knight of Cups,4-Mar-16,"Drama,Romance",24,4,13,53,12,18,41,6.5
In the Bedroom,23-Nov-01,"Drama,Crime",4,0,27,86,11,8,51,7.4
Easy Rider,14-Jul-69,"Drama,Crime",0,0,7,86,6,8,56,7.4
From Justin to Kelly,20-Jun-03,"Comedy,Romance,Family,Musical",3,13,0,14,4,51,15,2.6
Beavis and Butt-Head Do America,20-Dec-96,"Adventure,Comedy,Crime,Animation",5,0,11,64,10,4,54,7.6
Man of the Year,13-Oct-06,"Drama,Thriller,Comedy,Romance",17,9,4,39,20,23,25,5.1
I Think I Love My Wife,16-Mar-07,"Drama,Comedy,Romance",17,5,8,49,10,23,33,6.1
Happily N'Ever After,5-Jan-07,"Fantasy,Comedy,Animation,Family",9,13,0,28,19,30,17,4
Friends with Money,7-Apr-06,"Drama,Romance",12,0,26,68,21,15,29,5.6
The Kid with a Bike,16-Mar-12,Drama,2,0,31,87,9,4,50,7.5
The Aristocrats,29-Jul-05,"Comedy,Documentary",7,1,31,72,16,15,32,6
By the Sea,13-Nov-15,"Drama,Romance",15,11,9,44,22,17,24,5.6
Urban Legends: Final Cut,22-Sep-00,"Mystery,Thriller,Horror",3,21,1,16,9,42,12,2.8
Wristcutters: A Love Story,19-Oct-07,"Drama,Fantasy,Romance",9,1,14,62,13,4,45,7.4
Love & Basketball,21-Apr-00,"Drama,Sport,Romance",4,1,23,70,1,7,53,8.2
Ip Man 3,22-Jan-16,"Action,Biography,Drama,History",8,0,6,57,11,9,41,6.9
Diary of a Wimpy Kid: Dog Days,3-Aug-12,"Comedy,Family",12,2,8,54,13,10,38,6.6
Ghost Dog: The Way of the Samurai,3-Mar-00,"Drama,Thriller,Crime",7,2,22,67,10,2,46,7.9
My Left Foot,30-Mar-90,"Biography,Drama",0,0,17,97,3,0,54,8.5
The Paperboy,5-Oct-12,Thriller,14,11,13,45,20,10,22,5.7
Tremors,19-Jan-90,"Sci-Fi,Horror,Comedy",2,0,11,65,4,2,45,7.7
Gloria Bell,8-Mar-19,"Drama,Comedy,Romance",2,1,37,79,15,6,29,6.7
Misery,30-Nov-90,"Drama,Thriller,Crime",3,0,20,75,2,0,48,8.7
Celeste and Jesse Forever,3-Aug-12,"Drama,Comedy,Romance",12,3,22,59,11,5,34,7.1
Session 9,10-Aug-01,"Mystery,Thriller,Horror",5,3,8,58,11,5,34,7
Into the Blue,30-Sep-05,"Action,Adventure,Thriller,Crime",16,4,8,45,23,9,18,5.7
Star Trek: Generations,18-Nov-94,"Action,Adventure,Sci-Fi,Thriller",10,1,11,55,23,3,23,6.7
Star Trek V: The Final Frontier,9-Jun-89,"Action,Adventure,Sci-Fi,Thriller",8,3,5,43,23,10,15,5.5
Kon-Tiki,26-Apr-13,"Action,Adventure,Biography,Drama,History",8,1,14,62,13,1,33,7.4
The Wedding Planner,26-Jan-01,"Comedy,Romance",14,13,2,33,9,21,17,4.5
Tyler Perry's A Madea Christmas,13-Dec-13,"Drama,Comedy",6,12,2,28,12,23,12,4
Their Finest,7-Apr-17,"Drama,Comedy,Romance,War",5,0,25,76,15,4,27,6.4
The Rocker,20-Aug-08,"Comedy,Music",17,1,10,53,17,5,23,6.5
Letters to Juliet,14-May-10,"Drama,Comedy,Romance",18,5,11,50,22,4,19,6.2
Our Brand Is Crisis,30-Oct-15,"Drama,Comedy",17,6,12,53,20,3,21,6.5
Closed Circuit,28-Aug-13,"Drama,Mystery,Thriller,Crime",23,4,12,50,24,4,16,6.2
Gloria,24-Jan-14,"Drama,Comedy",0,0,30,83,14,2,27,7.1
Oasis: Supersonic,26-Oct-16,"Music,Documentary",2,0,14,71,2,4,37,8.3
Annapolis,27-Jan-06,"Drama,Sport,Romance",18,9,1,37,10,16,16,4.9
Survivor,29-May-15,"Action,Thriller,Crime",7,7,0,28,22,16,4,4
The Joneses,16-Apr-10,Drama,17,1,12,55,14,3,24,6.7
A Sound of Thunder,2-Sep-05,"Action,Adventure,Sci-Fi,Thriller",6,17,3,24,10,21,10,3.6
April and the Extraordinary World,25-Mar-16,"Adventure,Mystery,Thriller,Comedy,Animation",1,0,16,85,5,5,30,7.3
Cheap Thrills,21-Mar-14,"Thriller,Comedy",9,0,14,63,8,0,32,7.5
Wyrmwood: Road of the Dead,13-Feb-15,"Action,Horror",3,1,5,54,14,3,23,6.6
The Adventures of Baron Munchausen,10-Mar-89,"Action,Adventure,Drama,Fantasy,Comedy",2,1,12,69,5,1,33,8.1
Welcome to the Punch,27-Mar-13,"Action,Adventure,Thriller,Crime",10,3,3,49,18,4,17,6.1
Winter on Fire: Ukraine's Fight for Freedom,9-Oct-15,Documentary,1,0,11,79,1,9,28,6.7
Birds of Passage,13-Feb-19,Drama,1,1,25,85,3,3,31,7.3
The Peacemaker,26-Sep-97,"Action,Thriller",9,6,5,43,10,12,14,5.5
Tigerland,22-Sep-00,"Drama,War",2,4,8,55,6,5,24,6.7
Battle for Terra,1-May-09,"Action,Adventure,Sci-Fi,Thriller,War,Animation",5,4,10,54,8,7,20,6.6
The Last Five Years,13-Feb-15,"Drama,Comedy,Romance,Musical",12,2,14,60,8,4,22,7.2
Le Havre,21-Oct-11,"Drama,Comedy",3,0,23,82,4,3,26,7
Delicatessen,3-Apr-92,"Drama,Thriller,Fantasy,Comedy,Romance",3,2,12,66,4,1,28,7.8
Absolutely Fabulous: The Movie,22-Jul-16,"Comedy,Crime",15,2,18,59,12,12,7,4.7
Splinter,31-Oct-08,"Drama,Thriller,Horror",5,2,6,58,9,2,20,7
Zama,13-Apr-18,Drama,3,0,23,89,3,4,23,7.7
Breathe,13-Oct-17,"Biography,Drama,Romance",16,2,11,51,13,3,14,6.3
Son of a Gun,23-Jan-15,"Action,Drama,Thriller,Crime",17,1,2,49,12,4,14,6.1
The Merchant of Venice,29-Dec-04,Drama,11,2,22,63,4,2,23,7.5
Ice Princess,18-Mar-05,"Drama,Sport,Comedy,Family",14,2,11,55,10,4,15,6.7
8: The Mormon Proposition,18-Jun-10,Documentary,7,0,8,55,1,7,21,6.7
Parkland,4-Oct-13,"Drama,Mystery,Thriller",17,4,14,51,10,4,14,6.3
Middle School: The Worst Years of My Life,7-Oct-16,"Drama,Fantasy,Comedy,Animation,Family",5,3,5,51,13,4,11,6.3
Like Mike,3-Jul-02,"Sport,Fantasy,Comedy,Family",13,6,8,47,11,5,12,5.9
Wolf Creek 2,16-May-14,"Thriller,Horror",5,4,4,44,13,5,10,5.6
Unaccompanied Minors,8-Dec-06,"Adventure,Comedy,Family",12,5,5,43,2,10,16,5.5
Willy Wonka & the Chocolate Factory,30-Jun-71,"Fantasy,Family,Musical",4,0,6,67,0,1,26,7.9
Easy Virtue,22-May-09,"Comedy,Romance",13,2,11,58,7,3,17,7
Kinky Boots,14-Apr-06,"Drama,Comedy,Music",15,1,15,57,10,1,16,6.9
A Town Called Panic,16-Dec-09,Animation,3,1,16,70,5,0,20,8.2
Emperor,8-Mar-13,"Drama,History,War",19,3,11,48,10,5,10,6
Leap!,25-Aug-17,"Adventure,Comedy,Animation,Family,Musical",12,3,3,48,11,3,11,6
Hairspray,26-Feb-88,"Comedy,Romance,Music",1,0,13,77,2,6,16,6.5
SherryBaby,8-Sep-06,Drama,4,1,13,66,3,1,20,7.8
Code Name: The Cleaner,5-Jan-07,"Action,Comedy,Crime",11,7,0,33,9,10,5,4.5
Life or Something Like It,26-Apr-02,"Comedy,Romance",9,18,5,31,5,10,9,4.3
A Streetcar Named Desire,19-Sep-51,Drama,2,0,17,96,1,0,22,8.4
Beyond the Reach,17-Apr-15,Thriller,10,8,1,34,11,7,5,4.6
The Elephant Man,10-Oct-80,"Biography,Drama",5,0,10,77,1,0,21,8.9
The Missing,19-Nov-03,"Adventure,Thriller,Western",22,3,15,55,8,2,12,6.7
Angel-A,25-May-07,"Fantasy,Comedy,Romance",7,5,13,48,8,5,9,6
Happy Christmas,25-Jul-14,"Drama,Comedy",7,0,21,70,7,5,9,5.8
The Beautiful City,15-Mar-06,Drama,2,0,6,69,1,2,18,8.1
A Letter to Momo,23-Jul-14,"Drama,Fantasy,Animation,Family",1,2,8,65,2,7,12,5.3
Anna and the King,17-Dec-99,"Drama,History,Comedy,Romance",21,0,11,56,10,1,10,6.8
Veronica Guerin,17-Oct-03,"Biography,Drama,Thriller,Crime",15,3,15,55,4,3,14,6.7
Nine Lives,14-Oct-05,Drama,1,1,23,80,6,3,11,6.8
The Year of Living Dangerously,21-Jan-83,"Drama,Romance,War",4,0,5,65,4,2,14,7.7
The Road to Guantanamo,23-Jun-06,"Drama,Documentary",11,0,17,64,5,2,13,7.6
Accidental Love,20-Mar-15,"Comedy,Romance",5,8,0,20,2,14,4,3.2
Summer 1993,25-May-18,"Drama,Family",0,0,18,81,3,3,13,6.9
The Saddest Music in the World,30-Apr-04,"Drama,Fantasy,Comedy,Romance,Music,Musical",4,0,29,78,0,5,14,6.6
Going Upriver: The Long War of John Kerry,1-Oct-04,"Biography,History,Documentary",4,0,27,70,0,3,16,8.2
Willard,14-Mar-03,"Drama,Thriller,Horror",6,3,22,61,6,1,12,7.3
My Date with Drew,5-Aug-05,Documentary,8,4,9,51,0,6,13,6.3
Alexandra,26-Mar-08,"Drama,War",0,0,13,85,1,4,13,7.3
Gunner Palace,4-Mar-05,"War,Documentary",6,1,26,70,4,1,13,8.2
Best Worst Movie,23-Apr-10,Documentary,3,1,11,61,4,1,13,7.3
Kahlil Gibran's The Prophet,7-Aug-15,"Drama,Animation",7,0,14,61,2,3,13,7.3
The Concert,30-Jul-10,"Drama,Comedy,Music",7,1,12,60,4,1,13,7.2
The Best of Enemies,5-Apr-19,"Biography,Drama,History",9,5,11,49,4,4,10,6.1
The Possession of Michael King,22-Aug-14,Horror,4,5,1,34,7,6,5,4.6
The War Zone,10-Dec-99,Drama,6,0,15,68,2,1,14,8
Addams Family Values,19-Nov-93,"Fantasy,Comedy",10,0,10,62,4,0,13,7.4
Hellion,13-Jun-14,"Drama,Thriller",17,1,6,55,4,2,11,6.7
A Good Woman,6-Feb-06,"Drama,Comedy,Romance",17,1,11,53,5,3,9,6.5
Burke and Hare,9-Sep-11,"Thriller,Comedy",5,3,2,46,8,3,6,5.8
The Other Woman,4-Feb-11,"Drama,Comedy",9,4,3,37,9,4,4,4.9
Once Upon a Time in Venice,16-Jun-17,"Action,Thriller,Comedy",1,7,1,28,8,7,2,4
My Dog Tulip,1-Sep-10,"Drama,Animation",2,0,17,80,5,1,10,6.8
The Nightingale,2-Aug-19,"Adventure,Drama,Thriller,Crime",5,0,29,76,0,4,12,6.4
The Dangerous Lives of Altar Boys,14-Jun-02,"Drama,Comedy",12,0,19,69,2,1,13,8.1
Shut Up and Play the Hits,18-Jul-12,"Music,Documentary",2,0,6,72,1,1,13,8.4
North Face,29-Jan-10,"Adventure,Drama,History,Sport",3,0,14,67,1,1,13,7.9
Creature,9-Sep-11,Horror,2,4,1,31,5,7,3,4.3
In the Company of Men,1-Aug-97,"Drama,Comedy",5,0,20,81,4,1,9,6.9
Nicholas Nickleby,27-Dec-02,Drama,6,0,26,71,5,3,6,5.9
The Last Winter,21-Sep-07,"Thriller,Horror",2,2,13,69,3,4,7,5.7
Grace Is Gone,7-Dec-07,Drama,5,0,13,65,2,1,11,7.7
Comic-Con Episode IV: A Fan's Hope,6-Apr-12,Documentary,7,1,13,64,3,1,10,7.6
Pope Francis - A Man of His Word,18-May-18,"Biography,Documentary",9,0,15,63,2,5,7,5.1
5 Flights Up,8-May-15,Drama,10,0,8,55,7,0,7,6.7
Cracks,18-Mar-11,"Drama,Thriller,Romance",8,0,4,54,7,0,7,6.6
When Will I Be Loved,10-Sep-04,"Drama,Thriller",9,11,4,39,4,4,6,5.1
Lake of Fire,3-Oct-07,Documentary,0,0,15,83,1,3,9,7.1
The Man Who Knew Too Much,1-Jun-56,"Drama,Thriller",1,0,10,78,0,0,13,9
Child's Pose,19-Feb-14,Drama,3,0,20,77,5,1,7,6.5
The 12th Man,4-May-18,"Drama,History,Thriller,War",2,0,8,70,0,0,13,8.2
Tokyo!,6-Mar-09,Drama,6,0,12,63,5,0,8,7.5
The Arbor,27-Apr-11,"Biography,Documentary",0,0,10,88,3,0,9,7.6
It Felt Like Love,21-Mar-14,Drama,2,0,11,76,3,2,7,6.4
The Secret of NIMH,16-Jul-82,"Adventure,Sci-Fi,Drama,Thriller,Fantasy,Animation,Family",2,0,13,76,1,0,11,8.8
Cure,27-Jul-01,"Mystery,Thriller,Horror,Crime",2,0,11,70,0,1,11,8.2
Her Smell,12-Apr-19,"Drama,Music",6,0,18,69,1,4,7,5.7
Jimmy's Hall,3-Jul-15,"Drama,History",10,0,14,63,5,0,7,7.5
The Children Act,14-Sep-18,Drama,11,1,16,62,2,1,9,7.4
Kumaré,22-Jun-12,Documentary,5,1,6,60,2,2,8,7.2
Don't Move,11-Mar-05,"Drama,Romance",9,1,10,59,0,3,9,7.1
Escape from L.A.,9-Aug-96,"Action,Adventure,Sci-Fi,Thriller",12,1,8,54,6,1,5,6.6
Left Luggage,22-Sep-00,Drama,10,0,5,51,5,2,5,6.3
Wonderland,3-Oct-03,"Drama,Mystery,Thriller,Crime",21,10,5,43,3,3,6,5.5
Reclaim,19-Sep-14,"Drama,Thriller",3,4,0,26,4,6,2,3.8
Sister,5-Oct-12,Drama,0,0,19,81,2,1,8,6.9
The Spanish Prisoner,3-Apr-98,"Drama,Mystery,Thriller",7,0,14,70,2,0,9,8.2
Teddy Bear,24-Aug-12,Drama,1,0,8,70,1,0,10,8.2
Grazia's Island,23-May-03,"Drama,Comedy",6,1,19,65,0,2,9,7.7
Java Heat,10-May-13,"Action,Drama,Thriller,Crime",5,3,0,35,1,6,4,4.7
The Missing Picture,4-Oct-13,Documentary,0,0,23,87,1,1,8,7.5
Wilbur Wants to Kill Himself,12-Mar-04,"Drama,Comedy",6,0,20,69,1,0,9,8.1
The Wall,31-May-13,"Drama,Fantasy",8,0,10,67,1,1,8,7.9
Born to Be Wild,8-Apr-11,Documentary,4,0,10,66,2,1,7,7.8
Freaks,13-Sep-19,"Sci-Fi,Drama,Thriller",7,1,8,63,1,2,7,7.5
Cachorro,5-Nov-04,"Drama,Comedy",5,0,11,63,3,3,4,5.1
The German Doctor,25-Apr-14,"Drama,History,Thriller",7,0,11,62,1,1,8,7.4
Alone in Berlin,13-Jan-17,Drama,10,1,5,52,4,1,5,6.4
The Good Night,5-Oct-07,"Drama,Fantasy,Comedy,Romance",8,1,3,49,2,2,6,6.1
The Bang Bang Club,22-Apr-11,Drama,12,1,2,48,3,2,5,6
A Teacher,6-Sep-13,Drama,9,1,5,47,4,2,4,5.9
The Samaritan,18-May-12,Thriller,8,5,2,37,5,2,3,4.9
Princess Cyd,3-Nov-17,"Drama,Romance",2,0,8,72,1,0,8,8.4
The Inevitable Defeat of Mister and Pete,11-Oct-13,Drama,7,0,9,61,1,1,7,7.3
Educating Rita,21-Sep-83,"Drama,Comedy",2,2,5,52,5,0,4,6.4
Legend of the Fist: The Return of Chen Zhen,22-Apr-11,"Action,Drama,History",9,0,3,49,4,1,4,6.1
The Gospel,7-Oct-05,"Drama,Music",9,1,4,46,0,4,5,5.8
Darling Companion,20-Apr-12,Drama,18,8,5,41,3,3,3,5.3
The Wonders,30-Oct-15,Drama,2,0,15,76,3,1,4,6.4
The Outlaw Josey Wales,30-Jun-76,Western,2,0,7,69,0,1,7,8.1
An Ideal Husband,18-Jun-99,"Comedy,Romance",5,1,19,67,2,0,6,7.9
Moebius,1-Aug-14,Drama,4,1,11,66,2,0,6,7.8
Men & Chicken,22-Apr-16,"Sci-Fi,Drama,Mystery,Comedy",7,0,11,64,3,0,5,7.6
Klown,27-Jul-12,Comedy,4,2,12,62,2,0,6,7.4
Texas Chainsaw Massacre: The Next Generation,7-Oct-94,"Thriller,Horror,Comedy",8,0,3,50,2,4,2,3.8
Dudley Do-Right,27-Aug-99,"Comedy,Romance,Family",9,8,6,44,0,4,4,5.6
Night Comes On,3-Aug-18,Drama,1,0,14,79,1,1,5,6.7
The Black Power Mixtape 1967-1975,9-Sep-11,Documentary,3,0,12,73,0,2,5,6.1
Detropia,7-Sep-12,Documentary,6,0,12,68,1,0,6,8
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",9-Mar-07,Documentary,3,2,15,65,0,3,4,5.3
Comedian,11-Oct-02,Documentary,11,0,17,62,1,1,5,7.4
Low Down,24-Oct-14,"Biography,Drama,Music,Family",13,2,6,58,3,0,4,7
Casi divas,21-Aug-09,"Comedy,Musical",5,0,3,55,4,2,1,4.3
Merchants of Doubt,6-Mar-15,Documentary,5,0,19,70,0,0,6,8.2
Crooklyn,13-May-94,"Drama,Comedy",3,2,11,65,2,0,4,7.7
100 Bloody Acres,28-Jun-13,"Horror,Comedy",3,1,6,63,1,0,5,7.5
Lower City,16-Jun-06,Drama,8,1,11,61,1,0,5,7.3
Frontera,5-Sep-14,"Drama,Western",8,0,5,58,1,1,4,7
First Snow,23-Mar-07,"Drama,Thriller",7,1,14,58,2,0,4,7
Loverboy,16-Jun-06,"Drama,Romance",7,3,3,45,1,2,3,5.7
Garden Party,11-Jul-08,Drama,4,5,1,31,1,3,2,4.3
Heavy Trip,5-Oct-18,"Comedy,Music",1,0,8,72,0,0,5,8.4
The Cotton Club,14-Dec-84,"Drama,Crime,Music",6,0,8,68,1,0,4,8
Bettie Page Reveals All,22-Nov-13,Documentary,7,0,11,64,1,2,2,5.2
Oranges and Sunshine,21-Oct-11,Drama,7,2,8,60,1,0,4,7.2
Jug Face,9-Aug-13,"Drama,Thriller,Horror",3,1,5,58,4,1,0,4.6
Deathtrap,19-Mar-82,"Mystery,Thriller,Comedy,Crime",3,0,5,54,2,0,3,6.6
El Chicano,3-May-19,Drama,10,1,2,46,0,2,3,5.8
Private Fears in Public Places,13-Apr-07,"Drama,Romance",4,0,14,77,1,1,2,6.5
Master Z: Ip Man Legacy,12-Apr-19,"Action,Crime",2,0,12,72,2,0,2,6
Mohawk,2-Mar-18,"Action,Drama,History,Thriller,Horror,Romance,War",1,1,11,70,0,2,2,5.8
Ask Dr. Ruth,10-May-19,"Biography,Documentary",4,0,14,68,0,0,4,8
Everything Put Together,2-Nov-01,Drama,4,0,8,63,1,0,3,7.5
Quiet Chaos,26-Jun-09,"Drama,Romance",4,1,2,51,0,1,3,6.3
Crocodile Dundee II,25-May-88,"Action,Adventure,Comedy",6,4,2,41,1,1,2,5.3
Interstellar,5-Nov-14,"Action,Adventure,Sci-Fi,Mystery",10,1,35,74,274,262,"3,613",8.5
The Avengers,4-May-12,"Action,Adventure,Sci-Fi,Thriller",10,1,32,69,384,292,"3,265",8
Rogue One: A Star Wars Story,16-Dec-16,"Action,Adventure,Sci-Fi,Fantasy,War",13,3,35,65,449,284,"2,419",7.6
Dunkirk,21-Jul-17,"Action,Drama,History,Thriller,War",0,1,52,94,247,189,"2,352",8.3
Pan's Labyrinth,29-Dec-06,"Drama,Mystery,Thriller,Fantasy,War",0,0,37,98,174,143,"2,230",8.7
The Amazing Spider-Man 2,2-May-14,"Action,Adventure,Fantasy",27,4,19,53,465,256,851,6.4
Indiana Jones and the Kingdom of the Crystal Skull,22-May-08,"Action,Adventure,Thriller",12,1,27,65,368,369,507,5.4
The Hobbit: The Battle of the Five Armies,17-Dec-14,"Adventure,Fantasy",22,1,23,59,288,143,782,7
Deadpool 2,18-May-18,"Action,Adventure,Sci-Fi,Comedy",14,1,36,66,123,71,886,7.7
Harry Potter and the Deathly Hallows: Part I,19-Nov-10,"Action,Adventure,Mystery,Fantasy",8,3,31,65,149,67,822,7.6
21 Jump Street,16-Mar-12,"Action,Comedy,Crime",9,0,32,69,124,38,832,8
The Incredible Hulk,13-Jun-08,"Action,Sci-Fi,Thriller",14,0,24,61,222,58,651,7.2
"Three Billboards Outside Ebbing, Missouri",10-Nov-17,"Drama,Comedy,Crime",1,0,49,88,86,82,711,7.7
Lincoln,9-Nov-12,"Biography,Drama,History,War",3,0,41,86,122,62,569,7.5
Shaun of the Dead,24-Sep-04,"Horror,Comedy",0,0,34,76,48,14,653,8.7
Rush,20-Sep-13,"Action,Biography,Drama,Sport",4,1,38,75,30,15,608,8.6
The Maze Runner,19-Sep-14,"Action,Sci-Fi,Mystery,Thriller",17,2,15,57,163,72,379,6.8
Your Name.,7-Apr-17,"Drama,Fantasy,Romance,Animation",2,1,23,79,18,21,567,9
Men in Black III,25-May-12,"Action,Sci-Fi,Comedy",14,5,19,58,152,38,396,6.9
The Usual Suspects,16-Aug-95,"Mystery,Thriller,Crime",3,1,18,77,32,14,501,8.8
Million Dollar Baby,15-Dec-04,"Drama,Sport",2,2,35,86,29,85,429,7.5
Catch Me If You Can,25-Dec-02,"Biography,Drama,Comedy,Crime",4,0,35,75,33,4,485,8.6
Before Midnight,24-May-13,"Drama,Romance",1,0,40,94,36,33,426,8.3
Heat,15-Dec-95,"Drama,Thriller,Crime",6,1,15,76,21,17,435,8.7
Steve Jobs,9-Oct-15,"Biography,Drama",3,1,41,82,66,56,342,7.1
City of God,17-Jan-03,"Drama,Crime",6,0,27,79,9,13,427,9
Machete,3-Sep-10,"Action,Adventure,Thriller,Comedy,Crime",8,2,19,60,95,51,300,7.1
The Adjustment Bureau,4-Mar-11,"Sci-Fi,Thriller,Romance",18,2,21,60,131,29,285,7.1
Death Note,25-Aug-17,"Action,Adventure,Drama,Mystery,Thriller,Fantasy,Horror,Crime",7,4,3,43,96,247,70,3.2
Falling Down,26-Feb-93,"Drama,Thriller,Crime",6,4,11,56,17,118,270,6.7
The Guest,17-Sep-14,"Action,Mystery,Thriller",3,0,26,76,34,17,348,8.7
Walk the Line,18-Nov-05,"Biography,Drama,Romance,Music",9,0,30,72,35,19,299,8.3
Taken 2,5-Oct-12,"Action,Drama,Thriller,Crime",19,8,8,45,151,75,120,5.6
The Road,25-Nov-09,"Adventure,Drama,Thriller",6,1,26,64,60,22,251,7.5
Crank,1-Sep-06,"Action,Drama,Thriller,Crime",5,2,12,57,32,147,153,4.6
Bee Movie,2-Nov-07,"Adventure,Comedy,Animation,Family",18,2,14,54,86,61,167,6.5
The Magnificent Seven,23-Sep-16,"Action,Adventure,Western",29,2,19,54,99,27,182,6.5
Beasts of the Southern Wild,27-Jun-12,"Drama,Fantasy",7,0,37,86,50,31,226,7.5
G.I. Joe: Retaliation,29-Mar-13,"Action,Adventure,Sci-Fi,Thriller",14,10,7,41,148,66,88,5.2
Saving Mr. Banks,13-Dec-13,"Biography,Drama,History,Comedy,Music,Family",12,2,32,65,44,10,247,7.6
Cars 3,16-Jun-17,"Adventure,Sport,Comedy,Animation,Family",19,1,21,59,79,29,193,7
A Serious Man,2-Oct-09,Drama,2,3,30,79,56,56,188,6.8
Upgrade,1-Jun-18,"Action,Sci-Fi,Thriller,Horror,Comedy",7,0,26,67,44,10,239,7.8
Battlefield Earth: A Saga of the Year 3000,12-May-00,"Action,Sci-Fi",4,29,0,9,24,223,40,2
Madagascar,27-May-05,"Adventure,Comedy,Animation,Family",16,2,18,57,83,25,171,6.8
Ultraviolet,3-Mar-06,"Action,Sci-Fi",3,16,0,18,33,182,59,2.9
Blade: Trinity,8-Dec-04,"Action,Adventure,Thriller,Fantasy",16,12,2,38,62,162,34,2.7
You Were Never Really Here,6-Apr-18,"Drama,Mystery,Thriller",3,0,38,84,51,21,182,7.3
The Salesman,27-Jan-17,"Drama,Thriller",4,0,32,85,37,33,181,7.4
Poltergeist,22-May-15,"Thriller,Horror",18,6,3,47,87,118,37,3.6
Paul Blart: Mall Cop,16-Jan-09,"Action,Comedy,Crime,Family",13,7,4,39,67,81,89,5
Bad Times at the El Royale,12-Oct-18,"Drama,Mystery,Thriller,Horror,Crime",16,4,23,60,54,14,164,7.1
The Assassination of Jesse James by the Coward Robert Ford,21-Sep-07,"Biography,Drama,History,Crime,Western",11,1,20,68,26,18,185,7.9
2 Guns,2-Aug-13,"Action,Drama,Thriller,Comedy,Crime",21,3,19,55,94,10,123,6.6
St. Vincent,10-Oct-14,"Drama,Comedy",15,0,25,64,46,4,161,7.5
"The Way, Way Back",5-Jul-13,"Drama,Comedy",12,1,28,68,28,5,174,7.9
Wonder,17-Nov-17,"Drama,Family",9,0,24,66,20,13,173,7.7
Out of the Furnace,4-Dec-13,"Drama,Thriller,Crime",16,1,23,63,46,9,143,7.4
This Is It,28-Oct-09,"Music,Documentary",9,3,20,67,16,28,153,7.8
Shanghai Noon,26-May-00,"Action,Adventure,Comedy,Western",5,0,25,77,18,4,171,8.8
The Lincoln Lawyer,18-Mar-11,Drama,7,1,23,63,34,4,154,7.4
The Deer Hunter,8-Dec-78,"Drama,War",2,0,16,86,17,25,148,7.5
17 Again,17-Apr-09,"Drama,Comedy,Romance",13,5,9,48,72,31,85,5.9
Team America: World Police,15-Oct-04,"Action,Adventure,Comedy",11,2,25,64,21,24,142,7.5
American Pie 2,10-Aug-01,"Comedy,Romance",10,8,10,43,53,51,81,5.4
Money Monster,13-May-16,"Drama,Mystery,Thriller,Crime",15,4,25,55,63,11,108,6.6
Detroit,28-Jul-17,"Drama,History,Thriller,Crime",5,2,42,77,24,30,127,6.6
Spy Kids,30-Mar-01,"Action,Adventure,Sci-Fi,Comedy,Family",3,0,24,71,33,5,139,8.2
Epic,24-May-13,"Adventure,Fantasy,Comedy,Animation,Family",16,4,10,52,74,17,86,6.3
We Bought a Zoo,23-Dec-11,"Drama,Comedy",17,3,20,58,40,16,118,6.9
Vampires Suck,18-Aug-10,Comedy,4,13,0,18,20,120,32,2.9
Seventh Son,6-Feb-15,"Action,Adventure,Fantasy,Family",16,14,2,30,52,73,41,4.1
Doubt,12-Dec-08,"Drama,Mystery",9,1,26,68,18,6,136,7.9
Carnage,16-Dec-11,"Drama,Comedy",15,0,25,61,42,6,112,7.2
World Trade Center,9-Aug-06,"Drama,History",11,0,29,66,30,53,71,5.5
Maggie,8-May-15,"Drama,Thriller,Fantasy,Horror",16,4,11,52,44,27,72,6.3
Upstream Color,5-Apr-13,"Sci-Fi,Drama",3,0,24,81,14,27,101,7
The Dilemma,14-Jan-11,"Drama,Comedy",20,6,6,46,49,40,53,5.7
Cold War,21-Dec-18,"Drama,Romance,Music",0,0,45,90,23,5,107,7.9
Triple 9,26-Feb-16,"Action,Drama,Thriller,Crime",20,6,15,52,52,15,63,6.3
The Mule,14-Dec-18,"Drama,Mystery,Thriller,Crime",15,3,19,58,38,7,83,6.9
Edge of Darkness,29-Jan-10,"Drama,Thriller,Crime",14,3,17,55,40,13,70,6.6
101 Dalmatians,27-Nov-96,"Adventure,Comedy,Family",9,3,8,49,73,12,35,6
Mommy,23-Jan-15,Drama,4,1,29,74,8,5,105,8.5
Semi-Pro,29-Feb-08,"Sport,Comedy",15,6,8,47,39,27,52,5.8
Pride and Prejudice and Zombies,5-Feb-16,"Action,Thriller,Horror,Comedy,Romance",20,7,7,45,54,22,42,5.6
Grosse Pointe Blank,11-Apr-97,"Thriller,Comedy,Romance,Crime",4,0,23,76,6,5,103,8.7
Ginger Snaps,26-Oct-01,"Drama,Horror",1,0,8,70,7,12,95,8.1
Meet Joe Black,13-Nov-98,"Drama,Mystery,Fantasy,Romance",14,6,4,43,22,34,58,5.4
Force Majeure,24-Oct-14,"Drama,Comedy",1,0,36,87,15,9,88,7.6
